ai_infor_users_id,ai_infor_accounting_entity_id,ai_infor_users_accounting_entity_mapping_id,is_active,lid,ae_app_type,ai_infor_maps_id
32029,123,10051,f,lid://infor.ln.ln_sd2,,18415
32029,123,10052,f,lid://infor.ln.ln_sd2,,18431
32029,123,10053,f,lid://infor.ln.ln_sd2,,18466
32030,109,10054,f,lid://infor.ln.ln_sd1,,17709
32030,109,10055,f,lid://infor.ln.ln_sd1,,17162
32030,109,10056,f,lid://infor.ln.ln_sd1,,17661
32030,109,10057,f,lid://infor.ln.ln_sd1,,17717
32030,109,10058,f,lid://infor.ln.ln_sd1,,17765
32030,109,10059,f,lid://infor.ln.ln_sd1,,17893
32030,111,10060,f,lid://infor.ln.ln_sd1,,10469
32030,112,10061,f,lid://infor.ln.ln_sd1,,10468
32030,109,10062,f,lid://infor.ln.ln_sd1,,10461
32030,109,10063,f,lid://infor.ln.ln_sd1,,17331
32030,109,10064,f,lid://infor.ln.ln_sd1,,17673
32030,109,10065,f,lid://infor.ln.ln_sd1,,17825
32030,109,10066,f,lid://infor.ln.ln_sd1,,18090
32030,109,10067,f,lid://infor.ln.ln_sd1,,10468
32030,110,10068,f,lid://infor.ln.ln_sd1,,10468
32030,109,10069,f,lid://infor.ln.ln_sd1,,17351
32030,109,10070,f,lid://infor.ln.ln_sd1,,17811
32030,109,10071,f,lid://infor.ln.ln_sd1,,10458
32030,110,10072,f,lid://infor.ln.ln_sd1,,10458
32030,112,10073,f,lid://infor.ln.ln_sd1,,10458
32030,109,10074,f,lid://infor.ln.ln_sd1,,10473
32030,110,10075,f,lid://infor.ln.ln_sd1,,10473
32030,112,10076,f,lid://infor.ln.ln_sd1,,10473
32030,109,10077,f,lid://infor.ln.ln_sd1,,37947
32030,109,10078,f,lid://infor.ln.ln_sd1,,17494
32030,109,10079,f,lid://infor.ln.ln_sd1,,17510
32030,109,10080,f,lid://infor.ln.ln_sd1,,17526
32030,109,10081,f,lid://infor.ln.ln_sd1,,17566
32030,109,10082,f,lid://infor.ln.ln_sd1,,12499
32030,109,10083,f,lid://infor.ln.ln_sd1,,17598
32030,110,10084,f,lid://infor.ln.ln_sd1,,12503
32030,109,10085,f,lid://infor.ln.ln_sd1,,17438
32030,109,10086,f,lid://infor.ln.ln_sd1,,17446
32030,109,10087,f,lid://infor.ln.ln_sd1,,17462
32030,109,10088,f,lid://infor.ln.ln_sd1,,17470
32030,109,10089,f,lid://infor.ln.ln_sd1,,17478
2193,109,11305,t,lid://infor.ln.ln_sd1,,18000
1890,109,11310,t,lid://infor.ln.ln_sd1,,18116
816,111,1139,f,lid://infor.ln.ln_sd1,,10469
814,110,1129,f,lid://infor.ln.ln_sd1,,10458
814,112,1130,f,lid://infor.ln.ln_sd1,,10458
814,109,1131,f,lid://infor.ln.ln_sd1,,10458
814,111,1132,f,lid://infor.ln.ln_sd1,,10469
1225,109,1153,f,lid://infor.ln.ln_sd1,,12499
1225,110,1154,f,lid://infor.ln.ln_sd1,,12503
1225,112,1155,f,lid://infor.ln.ln_sd1,,12503
